titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url
Piso en Calle de Francisco Sancha, Tres Olivos - Valverde, Madrid;Otros Madrid;950;35;1;1;3;1;0;0;0;1;0;https://www.idealista.com/inmueble/109890204/
Ático en Calle de Hermosilla, 111, Goya, Madrid;Goya;4455;80;2;2;7;1;0;1;1;1;1;https://www.idealista.com/inmueble/102317190/
Piso en Calle de la Alfalfa, 29, Valdeacederas, Madrid;Valdeacederas;2970;90;3;2;0;1;1;0;1;1;0;https://www.idealista.com/inmueble/101126106/
Piso en San Marcos, Chueca-Justicia, Madrid;Justicia;11000;563;6;5;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/37560057/
Piso en Calle del Conde de Romanones, s/n, Lavapiés-Embajadores, Madrid;Lavapiés;3027;104;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/108778988/
Piso en Calle del Barquillo, Chueca-Justicia, Madrid;Justicia;3995;101;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/108125910/
Piso en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2695;66;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110127839/
Piso en Calle de las Huertas, Huertas-Cortes, Madrid;Cortes;3800;120;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/104498649/
Piso en Calle Prieto Ureña, 3, Nueva España, Madrid;Nueva España;2650;150;3;2;2;1;1;1;1;0;1;https://www.idealista.com/inmueble/36362620/
Piso en Paseo del Pintor Rosales, Argüelles, Madrid;Argüelles;10000;453;4;6;5;1;1;1;1;0;1;https://www.idealista.com/inmueble/108389511/
Piso en Calle Villavieja, Lucero, Madrid;Lucero;1750;136;4;2;5;1;1;1;1;1;0;https://www.idealista.com/inmueble/108724381/
Piso en Calle de Padilla, Lista, Madrid;Lista;5500;148;2;2;2;1;1;0;1;1;1;https://www.idealista.com/inmueble/108482196/
Piso en Calle del Barquillo, Chueca-Justicia, Madrid;Justicia;9795;293;4;5;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109575090/
Piso en Calle de Padilla, Lista, Madrid;Lista;5300;132;2;2;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/108295053/
Piso en Calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3200;140;3;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/109563009/
Piso en Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;1900;83;2;2;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/110142899/
Piso en Calle del Marqués de Urquijo, Argüelles, Madrid;Argüelles;2900;136;2;2;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/109648865/
Piso en Calle del General Oráa, Lista, Madrid;Lista;4500;150;3;2;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/103998737/
Piso en Cuesta de San Vicente, Argüelles, Madrid;Argüelles;3200;125;4;2;6;1;0;0;0;1;1;https://www.idealista.com/inmueble/110035445/
Piso en Calle de Quintana, Argüelles, Madrid;Argüelles;6950;307;4;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109734329/
Piso en Camino de Montoro, 20, Valdebebas - Valdefuentes, Madrid;Valdebebas;1365;54;1;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/110189293/
Piso en Calle de Don Ramón de la Cruz, Goya, Madrid;Goya;1950;40;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109826281/
Piso en Calle del Nuncio, Palacio, Madrid;Palacio;1995;97;1;1;3;1;1;1;0;1;0;https://www.idealista.com/inmueble/109421244/
Piso en Camino de Montoro, 20, Valdebebas - Valdefuentes, Madrid;Valdebebas;1745;80;2;2;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/110189200/
Estudio en Camino de Montoro, 20, Valdebebas - Valdefuentes, Madrid;Valdebebas;1150;43;0;1;2;1;1;1;1;1;1;https://www.idealista.com/inmueble/110189198/
Piso en Calle Villalar, Recoletos, Madrid;Recoletos;4300;117;2;2;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/94699119/
Piso en Calle de Quintana, Argüelles, Madrid;Argüelles;6950;280;4;4;4;1;1;1;1;0;1;https://www.idealista.com/inmueble/109646917/
Piso en Calle de Lope de Rueda, Ibiza, Madrid;Ibiza;2500;65;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/109681913/
Piso en Calle de la Magdalena, Lavapiés-Embajadores, Madrid;Lavapiés;5500;220;5;5;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/109495846/
Piso en Calle de Núñez de Balboa, Castellana, Madrid;Castellana;4500;164;4;4;4;1;1;1;1;0;1;https://www.idealista.com/inmueble/110086684/
Piso en Avenida de Menéndez Pelayo, Niño Jesús, Madrid;Niño Jesús;1700;49;1;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/109733613/
Piso en Calle de Diego de León, Castellana, Madrid;Castellana;3800;92;2;2;3;1;1;0;1;1;1;https://www.idealista.com/inmueble/96754561/
Piso en Calle de Javier Ferrero, 13, Ciudad Jardín, Madrid;Ciudad Jardín;3700;132;2;2;3;1;1;0;1;0;1;https://www.idealista.com/inmueble/108390271/
Piso en Calle Ponzano, 57, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;5000;150;2;3;1;1;0;0;0;1;1;https://www.idealista.com/inmueble/104103231/
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;2450;48;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/109733048/
Piso en Calle del General Pardiñas, Goya, Madrid;Goya;1950;69;2;2;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/109963040/
Piso en Calle de Juan Esplandiú, Estrella, Madrid;Estrella;2300;74;2;2;3;1;1;0;1;0;1;https://www.idealista.com/inmueble/109829041/
Piso en Calle de Antonia Mercé, Goya, Madrid;Goya;2500;58;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110038034/
Piso en Calle de Diego de León, Castellana, Madrid;Castellana;3700;100;2;2;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/97241033/
Piso en Calle de Jorge Juan, Goya, Madrid;Goya;1400;40;2;1;0;1;0;1;0;1;1;https://www.idealista.com/inmueble/109617854/
Piso en CL San Ernesto, Ciudad Jardín, Madrid;Ciudad Jardín;2150;82;3;2;2;1;0;1;0;0;1;https://www.idealista.com/inmueble/109842690/
Piso en CL Aviador Zorita, 12, Cuatro Caminos, Madrid;Cuatro Caminos;3200;148;4;3;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/109396626/
Piso en Calle del Cid, Recoletos, Madrid;Recoletos;2850;60;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/107974624/
Piso en Calle Velázquez, Recoletos, Madrid;Recoletos;9500;325;4;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109148609/
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;2450;63;1;1;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/105218515/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;2000;26;2;1;2;1;1;0;0;1;0;https://www.idealista.com/inmueble/110136491/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;6;1;1;0;0;1;0;https://www.idealista.com/inmueble/110136490/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;7;1;1;0;0;1;0;https://www.idealista.com/inmueble/110136479/
Piso en Paseo del Marqués de Zafra, Fuente del Berro, Madrid;Fuente del Berro;1700;79;2;2;1;1;1;0;1;0;0;https://www.idealista.com/inmueble/94712452/
Piso en Calle de Lagasca, Castellana, Madrid;Castellana;4950;144;3;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110188373/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;4;1;1;0;0;1;0;https://www.idealista.com/inmueble/110071347/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;4;1;1;0;0;1;0;https://www.idealista.com/inmueble/110091309/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;7;1;1;0;0;1;0;https://www.idealista.com/inmueble/110009297/
Piso en Calle de Vallehermoso, 69, Arapiles, Madrid;Arapiles;3500;100;5;2;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110009296/
Estudio en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1375;27;0;1;2;1;1;0;0;1;0;https://www.idealista.com/inmueble/110091256/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;6;1;1;0;0;1;0;https://www.idealista.com/inmueble/110091238/
Piso en Plaza del Ángel, s/n, Huertas-Cortes, Madrid;Cortes;1850;54;1;2;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110091184/
Estudio en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1350;27;0;1;2;1;1;0;0;1;0;https://www.idealista.com/inmueble/110165156/
Piso en Carrera de san jeronimo, Huertas-Cortes, Madrid;Cortes;1500;71;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/86551113/
Piso en Calle de José Ortega y Gasset, Castellana, Madrid;Castellana;11000;339;3;3;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/110022072/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;6;1;1;0;0;1;0;https://www.idealista.com/inmueble/110101921/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;5;1;1;0;0;1;0;https://www.idealista.com/inmueble/110101920/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;3;1;1;0;0;1;0;https://www.idealista.com/inmueble/110005874/
Piso en Calle Bausá, Costillares, Madrid;Otros Madrid;1300;54;1;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/97631826/
Piso en Calle de la Virgen del Fresnedo, 3, Concepción, Madrid;Otros Madrid;1700;91;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109651806/
Piso en Calle de Sinesio Delgado, La Paz, Madrid;Otros Madrid;3100;105;3;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/110142502/
Chalet adosado en CL Anastasio Aroca, Prosperidad, Madrid;Prosperidad;1400;50;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110056494/
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1632;47;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/105893382/
Piso en Calle Alcalá, Recoletos, Madrid;Recoletos;12000;238;3;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109855380/
Piso en Avenida de Valdemarín, Valdemarín, Madrid;Otros Madrid;2800;155;4;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/89405350/
Piso en Calle de Narváez, Ibiza, Madrid;Ibiza;4200;134;3;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/109658231/
Chalet pareado en Montecarmelo, Madrid;Montecarmelo;5000;400;6;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109578166/
Piso en Calle de la Magdalena, Lavapiés-Embajadores, Madrid;Lavapiés;4800;261;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/108334132/
Ático en Calle Velázquez, Recoletos, Madrid;Recoletos;7500;203;3;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/107177101/
Ático en de Leganés, 11, Delicias, Madrid;Delicias;1912;65;1;1;13;0;0;0;0;0;0;https://www.idealista.com/inmueble/106993053/
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1820;60;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/106993057/
Piso en Calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid;Castillejos;4800;249;4;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/110093893/
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;3200;121;3;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109686704/
Piso en Calle de Luis Vélez de Guevara, Lavapiés-Embajadores, Madrid;Lavapiés;5700;323;4;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109790696/
Piso en Calle de Arturo Soria, Quintana, Madrid;Arturo Soria;3950;161;3;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/108422678/
Piso en Calle de Zurbano, Almagro, Madrid;Almagro;2600;85;2;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/109988652/
Piso en CL Leon, Huertas-Cortes, Madrid;Cortes;2600;94;2;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110149627/
Piso en Calle de Colombia, 61, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;1400;70;1;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/108784617/
Piso en Calle del Prado, Huertas-Cortes, Madrid;Cortes;2900;111;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109919400/
Piso en Calle de Ponzano, Almagro, Madrid;Almagro;1800;50;3;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/89403099/
Piso en Calle de Génova, Almagro, Madrid;Almagro;6750;187;3;3;-1;1;1;0;1;0;1;https://www.idealista.com/inmueble/95557001/
Piso en Calle Jimena, Puerta Bonita, Madrid;Otros Madrid;1250;72;3;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/110090964/
Dúplex en Calle de Florencio García, Quintana, Madrid;Otros Madrid;1600;75;2;2;-1;1;0;1;1;0;0;https://www.idealista.com/inmueble/109791868/
Piso en Calle de Juan de Urbieta, Niño Jesús, Madrid;Niño Jesús;3900;235;4;3;3;1;1;1;1;1;0;https://www.idealista.com/inmueble/106937855/
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;3200;121;3;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/109686704/
Piso en Calle de Luis Vélez de Guevara, Lavapiés-Embajadores, Madrid;Lavapiés;5700;323;4;3;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/109790696/
Piso en Calle de Arturo Soria, Quintana, Madrid;Arturo Soria;3950;161;3;3;3;1;1;1;1;1;0;https://www.idealista.com/inmueble/108422678/
Piso en Calle de Zurbano, Almagro, Madrid;Almagro;2600;85;2;2;5;1;1;1;1;1;1;https://www.idealista.com/inmueble/109988652/
Piso en CL Leon, Huertas-Cortes, Madrid;Cortes;2600;94;2;2;3;1;0;0;0;1;1;https://www.idealista.com/inmueble/110149627/
Piso en Calle de Colombia, 61, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;1400;70;1;1;2;1;1;1;1;0;0;https://www.idealista.com/inmueble/108784617/
Piso en El Viso, Madrid;El Viso;2800;101;2;2;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/110181354/
Piso en Calle de Núñez de Balboa, El Viso, Madrid;El Viso;3300;126;2;2;7;1;0;0;1;0;1;https://www.idealista.com/inmueble/109559989/
Piso en Calle de Bravo Murillo, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2800;142;3;3;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/110115562/
Piso en Calle del Correo, 4, Sol, Madrid;Sol;1350;51;1;1;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/87241543/
Piso en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;17500;191;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950415/
Piso en Calle de Hermosilla, Goya, Madrid;Goya;2600;100;3;2;6;1;1;0;1;0;1;https://www.idealista.com/inmueble/106635293/
Piso en Calle de la Primavera, 9, Lavapiés-Embajadores, Madrid;Lavapiés;1800;58;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/110186243/
Piso en Calle del Poeta Joan Maragall, 35, Cuzco-Castillejos, Madrid;Castillejos;4800;246;4;5;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/98695096/
Piso en Calle de Génova, 5, Almagro, Madrid;Almagro;3200;97;1;1;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/101060065/
Piso en Calle de Génova, 5, Almagro, Madrid;Almagro;3750;132;2;2;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/100199951/
Ático en Calle Hernández de Tejada, San Pascual, Madrid;Otros Madrid;1800;82;1;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/110053877/
Piso en Ferenc Puskas, 245, El Cañaveral, Madrid;Otros Madrid;1405;68;2;2;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/103814848/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1705;53;2;2;5;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095706/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1480;45;1;1;10;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095669/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1485;45;1;1;10;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095661/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1835;55;3;2;7;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095655/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1760;60;3;2;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095654/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1525;58;2;1;5;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095651/
Piso en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;17500;192;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950602/
Piso en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;17500;192;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950602/
Piso en San Epifanio, 8, Imperial, Madrid;Imperial;1780;85;2;2;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/104203590/
Piso en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;17500;191;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950586/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1700;47;2;1;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095570/
Piso en Avenida Maria Mercedes De Borbon, 278, Valdebebas - Valdefuentes, Madrid;Valdebebas;1625;48;2;2;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/110095569/
Piso en Calle Príncipe, 35, Huertas-Cortes, Madrid;Cortes;17500;180;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/108950508/
Piso en Ibiza, Madrid;Ibiza;2990;78;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110160504/
Piso en Calle de Sebastián Elcano, Palos de la Frontera, Madrid;Otros Madrid;1995;57;3;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/110103457/
Piso en Calle de Génova, Almagro, Madrid;Almagro;3200;87;1;1;1;1;1;0;1;1;0;https://www.idealista.com/inmueble/102601316/
Piso en Calle del Tesoro, s/n, Malasaña-Universidad, Madrid;Malasaña;950;20;1;1;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110186278/
Estudio en Calle de Berruguete, s/n, Berruguete, Madrid;Berruguete;900;25;0;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110186277/
Piso en Calle de San Roque, Malasaña-Universidad, Madrid;Malasaña;7500;260;3;3;2;1;1;0;1;0;1;https://www.idealista.com/inmueble/109372271/
Piso en Calle de Ricardo Ortiz, Ventas, Madrid;Ventas;1350;54;1;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109949249/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;2000;26;2;1;5;1;1;0;0;1;0;https://www.idealista.com/inmueble/110186240/
Piso en Lavapiés-Embajadores, Madrid;Lavapiés;1790;60;2;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/109588209/
Chalet en Calle de Eduardo Mazón, Palomas, Madrid;Otros Madrid;3000;172;3;3;-1;0;1;1;0;1;0;https://www.idealista.com/inmueble/105324190/
Piso en Avenida de Alfonso XIII, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;3000;88;2;2;4;1;1;0;1;1;0;https://www.idealista.com/inmueble/110041083/
Piso en Glorieta de López de Hoyos, El Viso, Madrid;El Viso;2150;92;2;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110159036/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1650;31;1;1;1;1;1;0;0;1;0;https://www.idealista.com/inmueble/110200011/
Estudio en Calle de las Huertas, 3, Huertas-Cortes, Madrid;Cortes;1500;30;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110179012/
Piso en Calle de los Relatores, 5, Lavapiés-Embajadores, Madrid;Lavapiés;1500;32;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110197987/
Piso en Calle de María de Molina, 56, Castellana, Madrid;Castellana;1950;75;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110197976/
Piso en Calle de las Aguas, 6, Palacio, Madrid;Palacio;1400;80;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110197958/
Piso en Calle de Antonio Zamora, s/n, Puerta del Ángel, Madrid;Puerta del Ángel;1400;110;3;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194927/
Piso en Calle de Antonio Zamora, s/n, Puerta del Ángel, Madrid;Puerta del Ángel;1350;55;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194915/
Estudio en Calle de Santoña, s/n, Zofío, Madrid;Otros Madrid;900;32;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194912/
Estudio en Calle del Capitán Blanco Argibay, s/n, Valdeacederas, Madrid;Valdeacederas;900;34;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194911/
Piso en Calle Antonio Prieto, s/n, Zofío, Madrid;Otros Madrid;1250;45;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110194901/
Piso en Calle de Tomás Bretón, Delicias, Madrid;Delicias;2150;94;3;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/110102704/
Ático en Calle Fuencarral, Trafalgar, Madrid;Trafalgar;2850;92;2;2;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/32956687/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;4;1;1;0;0;1;0;https://www.idealista.com/inmueble/110002684/
Ático en Calle de Espalter, Jerónimos, Madrid;Jerónimos;12000;187;2;2;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/109774677/
Piso en Calle de Núñez de Balboa, Recoletos, Madrid;Recoletos;3300;133;3;3;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/109190682/
Dúplex en Calle de Génova, Almagro, Madrid;Almagro;4000;120;2;2;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/100413607/
Piso en CL Cardenal Cisneros, Trafalgar, Madrid;Trafalgar;2150;91;3;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109935528/
Piso en Calle de Ochagavia, Valdezarza, Madrid;Otros Madrid;1300;75;2;1;1;1;0;1;1;0;1;https://www.idealista.com/inmueble/109981455/
Piso en Calle de Peña de la Atalaya, San Diego, Madrid;Otros Madrid;1300;75;3;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/109724344/
Ático en Paseo de la Dirección, Valdeacederas, Madrid;Valdeacederas;5000;220;3;2;24;1;1;1;1;0;0;https://www.idealista.com/inmueble/109932215/
Piso en Calle de Blasco de Garay, Vallehermoso, Madrid;Vallehermoso;2100;92;2;2;6;1;0;0;1;0;1;https://www.idealista.com/inmueble/102150208/
Piso en Vallehermoso, Madrid;Vallehermoso;1850;60;1;1;-1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109918120/
Chalet adosado en Conde Orgaz-Piovera, Madrid;Otros Madrid;6500;300;7;5;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/27554039/
Piso en Calle San Moisés, San Diego, Madrid;Otros Madrid;1150;60;2;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109987992/
Piso en CL Bailen, Palacio, Madrid;Palacio;2500;147;2;2;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/108926967/
Piso en Calle de la Virgen de los Peligros, Sol, Madrid;Sol;5500;180;3;4;2;1;0;1;1;0;1;https://www.idealista.com/inmueble/104939824/
Ático en Calle de San Agustín, Huertas-Cortes, Madrid;Cortes;2350;82;1;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/109988800/
Piso en Calle de Julián Besteiro, Cuzco-Castillejos, Madrid;Castillejos;2600;120;3;2;7;1;0;1;1;0;1;https://www.idealista.com/inmueble/109709696/
Piso en Calle San Martín de Porres, Ciudad Universitaria, Madrid;Ciudad Universitaria;2900;250;3;4;1;1;1;1;1;0;1;https://www.idealista.com/inmueble/110153670/
Ático en Avenida de Concha Espina, El Viso, Madrid;El Viso;6000;366;6;4;9;1;1;1;1;0;0;https://www.idealista.com/inmueble/107916403/
Piso en Calle del Corazón de María, Prosperidad, Madrid;Prosperidad;5000;220;3;3;17;1;1;1;1;1;0;https://www.idealista.com/inmueble/107263362/
Piso en Calle de Alcalá, Goya, Madrid;Goya;2500;103;3;1;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/95017337/
Ático en Calle de Valverde, Malasaña-Universidad, Madrid;Malasaña;6500;232;2;2;9;1;0;1;1;0;1;https://www.idealista.com/inmueble/109565230/
Piso en Lista, Madrid;Lista;4200;137;2;3;6;1;1;0;1;0;0;https://www.idealista.com/inmueble/109586164/
Piso en Calle de Cabellera de Berenice, Valdemarín, Madrid;Otros Madrid;2000;92;2;2;1;1;1;1;1;0;1;https://www.idealista.com/inmueble/110195983/
Piso en Goya, Madrid;Goya;3750;149;4;2;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/109276984/
Estudio en Calle Provisiones, Lavapiés-Embajadores, Madrid;Lavapiés;1240;40;0;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/107887879/
Piso en Calle de Ramón Serrano, Vista Alegre, Madrid;Otros Madrid;1200;56;3;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109391868/
Piso en Calle de Artesa de Segre, Ciudad Universitaria, Madrid;Ciudad Universitaria;1700;80;1;1;0;1;1;0;1;0;0;https://www.idealista.com/inmueble/108509836/
Piso en Calle de Espoz y Mina, Sol, Madrid;Sol;2700;87;2;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110179753/
